,Age,Name,Yomi,StateData,RecommendData,Kubun,VotesCount,BtnParty,CountData,PositionData,CareerData,Bg1,Bg2,Bg3,Bg4,Bg5,Bg6,Bg7,Bg8,Bg9,Bg10,Bg11,Bg12,Bg13,Bg14,Bg15
65,57,郡　　和子,こおり　かずこ,前,,宮城１区,81113,民主党,4,［元］復興政務官,［元］復興政務官▽党筆頭副幹事長［歴］東北放送アナウンサー▽東北学院大,2. 反対,2. 反対,非該当,非該当,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,非該当,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,1. 引き受けてもいい,非該当,2. 反対,2. 反対
66,46,松井　秀明,まつい　ひであき,新,,宮城１区,25063,共産党,0,党准県委員,党准県委員・県労働部副部長［歴］中学教諭▽党北海道職員▽福島大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
67,52,秋葉　賢也,あきば　けんや,前,［公］,宮城２区,91289,自民党,5,［元］副復興相,［元］副復興相［歴］松下政経塾生▽県議▽党副幹事長▽副厚労相▽東北大院,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,無回答,1. 必要だ,無回答,1. 見直すべきだ,1. 見直すべきだ,無回答,無回答,1. 必要だ,1. 賛成,1. 賛成
68,37,林　　宙紀,はやし　ひろき,前,,宮城２区,60653,維新の党,1,党県代表,党県代表［歴］ソニー社員▽フリーアナウンサー▽政策研究大学院大,2. 反対,2. 反対,1. 評価する,2. 導入すべきでない,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,非該当
69,36,大内　真理,おおうち　まり,新,,宮城２区,21630,共産党,0,党県常任委員,党県常任委員・女性・児童部長［歴］病院職員▽仙台大原簿記専門学校,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
70,59,増元　照明,ますもと　てるあき,新,,宮城２区,15228,次世代の党,0,［元］家族会役員,［元］拉致被害者家族連絡会事務局長［歴］水産会社員▽北大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,2. 反対,1. 引き受けてもいい,1. 必要だ,2. 反対,1. 賛成
71,35,桑島　崇史,くわじま　たかし,新,,宮城２区,11725,社民党,0,党県職員,党県職員・青年運動委員長［歴］学習塾講師▽琉球大,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,無回答,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
72,54,西村　明宏,にしむら　あきひろ,前,［公］［改］,宮城３区,76246,自民党,4,副国交相,副国交相▽副復興相▽副内閣相［歴］蔵相秘書官▽党国交部会長▽早大院,非該当,非該当,1. 評価する,1. 導入すべきだ,1. 評価する,非該当,1. 必要だ,非該当,非該当,非該当,非該当,非該当,1. 必要だ,非該当,1. 賛成
73,43,橋本　清仁,はしもと　きよひと,元,,宮城３区,48957,民主党,2,［元］国交政務官,［元］国交政務官▽医療法人理事［歴］衆院議員秘書▽復興政務官▽早大,非該当,非該当,非該当,非該当,2. 評価しない,非該当,非該当,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,非該当,非該当
74,33,吉田　　剛,よしだ　ごう,新,,宮城３区,14712,共産党,0,党県委員,党県委員・仙南地区常任委員［歴］党県青年学生部員▽仙台大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
75,61,伊藤信太郎,いとう　しんたろう,前,［公］,宮城４区,68773,自民党,5,［元］副外相,［元］副外相▽東北福祉大客員教授［歴］ニュースキャスター▽ハーバード大院,1. 賛成,1. 賛成,1. 評価する,無回答,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,2. 見直すべきでない,2. 見直すべきでない,2. 反対,非該当,1. 必要だ,1. 賛成,1. 賛成
76,49,井戸　正枝,いど　まさえ,元,,宮城４区,35242,民主党,1,ＮＰＯ代表,ＮＰＯ代表［歴］松下政経塾生▽経済ジャーナリスト▽兵庫県議▽東京女大,2. 反対,2. 反対,1. 評価する,1. 導入すべきだ,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
77,34,小高　　洋,こだか　ひろし,新,,宮城４区,16041,共産党,0,党地区委員,党地区委員［歴］ソニー労組仙台支部副委員長▽秋田県立大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
78,52,安住　　淳,あずみ　じゅん,前,,宮城５区,64753,民主党,7,［元］財務相,［元］財務相▽党国対委員長代理［歴］ＮＨＫ記者▽党選対委員長▽早大,2. 反対,2. 反対,2. 評価しない,2. 導入すべきでない,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,非該当,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,2. 必要でない,1. 賛成,2. 反対
79,40,勝沼　栄明,かつぬま　しげあき,前,,宮城５区,34293,自民党,2,医師,医師▽党青年局次長［歴］形成外科医院長▽予備自衛官▽北大,1. 賛成,1. 賛成,1. 評価する,非該当,1. 評価する,非該当,1. 必要だ,1. 問題ない,無回答,無回答,無回答,無回答,1. 必要だ,1. 賛成,1. 賛成
80,31,高村　直也,たかむら　なおや,新,,宮城５区,9763,共産党,0,党県委員,党県委員・平和運動部長［歴］党県青年学生部員▽東北大院,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
81,54,小野寺五典,おのでら　いつのり,前,［公］,宮城６区,101223,自民党,6,［元］防衛相,［元］防衛相▽党政調会長代理［歴］県職員▽松下政経塾研究員▽東大院,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,無回答,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,1. 必要だ,1. 賛成,1. 賛成
82,49,鎌田さゆり,かまた　さゆり,元,,宮城６区,32797,民主党,2,［元］仙台市議,［元］仙台市議［歴］党国対副委員長・男女共同参画委員長▽東北学院大,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
83,56,内藤　隆司,ないとう　たかじ,新,,宮城６区,9351,共産党,0,党地区委員長,党地区委員長・県委員［歴］党仙台地区職員▽東北大中退,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
84,59,亀岡　偉民,かめおか　よしたみ,前,［公］［改］,福島１区,102950,自民党,3,［元］復興政務官,［元］復興政務官▽党農林部会長代理［歴］早大野球部助監督▽早大,無回答,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,無回答,無回答,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,無回答,1. 必要だ,1. 賛成,無回答
85,49,金子　恵美,かねこ　えみ,新,,福島１区,97643,民主党,1,［元］参院議員,［元］参院議員▽専門学校講師［歴］保原町議▽伊達市議▽復興政務官▽福島大院,,,,,,,,,,,,,,,
86,72,渡部　保子,わたなべ　やすこ,新,,福島１区,16787,共産党,0,党地区役員,党地区役員［歴］中学校教諭▽新日本婦人の会福島支部長▽福島大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
87,63,根本　　匠,ねもと　たくみ,前,［公］［改］,福島２区,91686,自民党,7,［元］復興相,［元］復興相▽党金融調査会長［歴］建設省政策企画官▽首相補佐官▽東大,1. 賛成,1. 賛成,1. 評価する,非該当,1. 評価する,非該当,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,2. 反対,1. 引き受けてもいい,1. 必要だ,無回答,2. 反対
88,46,岡部　光規,おかべ　みつのり,新,,福島２区,58358,民主党,0,医師,医師［歴］日本学術振興会海外特別研究員▽東北大院,2. 反対,2. 反対,1. 評価する,1. 導入すべきだ,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,非該当,非該当,1. 賛成,非該当,2. 必要でない,1. 賛成,2. 反対
89,62,平　　善彦,たいら　よしひこ,新,,福島２区,15947,共産党,0,党地区副委長,党地区副委員長・県委員［歴］自動車部品会社員▽本宮高白沢分校中退,2. 反対,2. 反対,非該当,1. 導入すべきだ,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
90,50,玄葉光一郎,げんば　こういちろう,前,,福島３区,94462,民主党,8,［元］外相,［元］外相▽党東日本大震災復旧復興推進本部長［歴］党政調会長▽上智大,1. 賛成,非該当,非該当,非該当,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,非該当,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,非該当,非該当,2. 反対
91,39,上杉謙太郎,うえすぎ　けんたろう,新,［公］［改］,福島３区,49174,自民党,0,［元］参議員秘書,［元］参院議員秘書▽ＩＴ会社役員［歴］会社員▽早大,無回答,1. 賛成,1. 評価する,無回答,1. 評価する,無回答,無回答,無回答,無回答,無回答,1. 賛成,無回答,1. 必要だ,1. 賛成,1. 賛成
92,56,横田　洋子,よこた　ようこ,新,,福島３区,13824,共産党,0,喫茶店長,喫茶店長▽党３区役員・県地区委員［歴］全労働本省支部事務員▽中大,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
93,46,小熊　慎司,おぐま　しんじ,前,,福島４区,56856,維新の党,2,［元］参院議員,［元］参院議員▽党国会議員団広報委員長［歴］衆院議員秘書▽県議▽専大,無回答,1. 賛成,2. 評価しない,2. 導入すべきでない,2. 評価しない,無回答,2. 必要でない,1. 問題ない,2. 見直すべきでない,1. 見直すべきだ,1. 賛成,無回答,2. 必要でない,1. 賛成,1. 賛成
94,59,菅家　一郎,かんけ　いちろう,前,［公］［改］,福島４区,56440,自民党,2,［元］県議,［元］県議▽党４区支部長［歴］会津若松市議▽会津若松市長▽早大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,2. 引き受けたくない,1. 必要だ,1. 賛成,1. 賛成
95,65,小川　右善,おがわ　うぜん,新,,福島４区,10139,社民党,0,党県代表,党県代表▽農業［歴］会社員▽会津若松市副議長▽東京・国学院久我山高,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,無回答,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
96,58,田中和加子,たなか　わかこ,新,,福島４区,9413,共産党,0,党地区副委長,党地区副委員長・県委員［歴］神奈川・厚木民商事務局員▽桜美林大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
97,66,吉野　正芳,よしの　まさよし,前,［改］,福島５区,71102,自民党,6,［元］副環境相,［元］副環境相▽党農林部会林政小委員長［歴］県議▽文科政務官▽早大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,1. 問題ない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,1. 必要だ,1. 賛成,2. 反対
